patrick-relaxed	gdpmann_c	6.3.5.4	R00483, R00578	g1p_c, man1p_c, gal1p_c	[[[["asp__L_c", 2], ["gdpmann_c", 3], ["gln__L_c", 5], ["h2o_c", 7]], [["amp_c", 2], ["asn__L_c", 8], ["g1p_c", 4], ["glu__D_c", 1]]], [[["asp__L_c", 2], ["gdpmann_c", 3], ["gln__L_c", 5], ["h2o_c", 7]], [["amp_c", 2], ["asn__L_c", 8], ["g1p_c", 4], ["glu__L_c", 1]]], [[["asp__L_c", 2], ["gdpmann_c", 3], ["gln__L_c", 5], ["h2o_c", 7]], [["amp_c", 2], ["asn__L_c", 8], ["glu__D_c", 1], ["man1p_c", 4]]], [[["asp__L_c", 2], ["gdpmann_c", 3], ["gln__L_c", 5], ["h2o_c", 7]], [["amp_c", 2], ["asn__L_c", 8], ["glu__L_c", 1], ["man1p_c", 4]]], [[["asp__L_c", 2], ["gdpmann_c", 3], ["gln__L_c", 5], ["h2o_c", 7]], [["amp_c", 2], ["asn__L_c", 8], ["gal1p_c", 4], ["glu__D_c", 1]]], [[["asp__L_c", 2], ["gdpmann_c", 3], ["gln__L_c", 5], ["h2o_c", 7]], [["amp_c", 2], ["asn__L_c", 8], ["gal1p_c", 4], ["glu__L_c", 1]]], [[["asp__L_c", 11], ["gdpmann_c", 3], ["nh4_c", 14]], [["asn__L_c", 20], ["g1p_c", 2], ["ppi_c", 2]]], [[["asp__L_c", 11], ["gdpmann_c", 3], ["nh4_c", 14]], [["asn__L_c", 20], ["man1p_c", 2], ["ppi_c", 2]]], [[["asp__L_c", 11], ["gdpmann_c", 3], ["nh4_c", 14]], [["asn__L_c", 20], ["gal1p_c", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gdpmann_c", 3], ["gln__L_c", 4], ["h2o_c", 14]], [["asn__L_c", 10], ["g1p_c", 2], ["glu__D_c", 4], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gdpmann_c", 3], ["gln__L_c", 4], ["h2o_c", 14]], [["asn__L_c", 10], ["g1p_c", 2], ["glu__L_c", 4], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gdpmann_c", 3], ["gln__L_c", 4], ["h2o_c", 14]], [["asn__L_c", 10], ["glu__D_c", 4], ["man1p_c", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gdpmann_c", 3], ["gln__L_c", 4], ["h2o_c", 14]], [["asn__L_c", 10], ["glu__L_c", 4], ["man1p_c", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gdpmann_c", 3], ["gln__L_c", 4], ["h2o_c", 14]], [["asn__L_c", 10], ["gal1p_c", 2], ["glu__D_c", 4], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gdpmann_c", 3], ["gln__L_c", 4], ["h2o_c", 14]], [["asn__L_c", 10], ["gal1p_c", 2], ["glu__L_c", 4], ["ppi_c", 2]]]]
patrick-relaxed	gdpmann_c	6.3.5.4	R00483, R00578	gmp_c	[[[["asp__L_c", 3], ["gdpmann_c", 2], ["gln__L_c", 3], ["h2o_c", 1]], [["asn__L_c", 1], ["glu__D_c", 7], ["gmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 3], ["gdpmann_c", 2], ["gln__L_c", 3], ["h2o_c", 1]], [["asn__L_c", 1], ["glu__L_c", 7], ["gmp_c", 2], ["ppi_c", 1]]]]
patrick-relaxed	gdpofuc_c, gdpddman_c	6.3.5.4	R00483, R00578	gmp_c	[[[["asp__L_c", 3], ["gdpofuc_c", 2], ["gln__L_c", 3], ["h2o_c", 3]], [["asn__L_c", 1], ["glu__D_c", 7], ["gmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 3], ["gdpofuc_c", 2], ["gln__L_c", 3], ["h2o_c", 3]], [["asn__L_c", 1], ["glu__L_c", 7], ["gmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 3], ["gdpddman_c", 2], ["gln__L_c", 3], ["h2o_c", 3]], [["asn__L_c", 1], ["glu__D_c", 7], ["gmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 3], ["gdpddman_c", 2], ["gln__L_c", 3], ["h2o_c", 3]], [["asn__L_c", 1], ["glu__L_c", 7], ["gmp_c", 2], ["ppi_c", 1]]]]
patrick-relaxed	gdptp_c	6.3.5.4	R00483, R00578	cid135867730	[[[["asp__L_c", 1], ["gdptp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["cid135867730", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gdptp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cid135867730", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gdptp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cid135867730", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	gdptp_c	6.3.5.4	R00483, R00578	cid136366719	[[[["asp__L_c", 1], ["gdptp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["cid136366719", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gdptp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cid136366719", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gdptp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cid136366719", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ghb_c	2.6.1.85	R01716	cid13562	[[[["4adcho_c", 1], ["ghb_c", 1]], [["chor_c", 1], ["cid13562", 1]]]]
patrick-relaxed	ghb_c	4.3.2.10	R00256, R04558	cid13562	[[[["ghb_c", 1], ["nh4_c", 1]], [["cid13562", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["ghb_c", 1]], [["cid13562", 1], ["prlp_c", 1]]]]
patrick-relaxed	ghb_c	6.3.5.4	R00256, R00483, R00578	cid13562	[[[["ghb_c", 1], ["nh4_c", 1]], [["cid13562", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ghb_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid13562", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["ghb_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid13562", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["ghb_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid13562", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["ghb_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid13562", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	gln__L_c	2.6.1.85	R01716	4adcho_c	[[[["chor_c", 1], ["gln__L_c", 1]], [["4adcho_c", 1], ["glu__D_c", 1]]], [[["chor_c", 1], ["gln__L_c", 1]], [["4adcho_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	gln__L_c	2.6.1.85	R01716	glu__D_c, glu__L_c	[[[["chor_c", 1], ["gln__L_c", 1]], [["4adcho_c", 1], ["glu__D_c", 1]]], [[["chor_c", 1], ["gln__L_c", 1]], [["4adcho_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	gln__L_c	4.3.2.10	R00256, R04558	glu__D_c, glu__L_c	[[[["gln__L_c", 1], ["h2o_c", 1]], [["glu__D_c", 1], ["nh4_c", 1]]], [[["gln__L_c", 1], ["h2o_c", 1]], [["glu__L_c", 1], ["nh4_c", 1]]], [[["gln__L_c", 1], ["prlp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]]], [[["gln__L_c", 1], ["prlp_c", 1]], [["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	gln__L_c	6.3.5.4	R00578	asn__L_c	[[[["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	gln__L_c	6.3.5.4	R00256, R00483, R00578	glu__D_c, glu__L_c	[[[["gln__L_c", 1], ["h2o_c", 1]], [["glu__D_c", 1], ["nh4_c", 1]]], [[["gln__L_c", 1], ["h2o_c", 1]], [["glu__L_c", 1], ["nh4_c", 1]]], [[["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]], [[["amp_c", 1], ["gln__L_c", 1], ["ppi_c", 1]], [["atp_c", 1], ["glu__D_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["gln__L_c", 1], ["ppi_c", 1]], [["atp_c", 1], ["glu__L_c", 1], ["nh4_c", 1]]]]
patrick-relaxed	glu1sa_c	2.6.1.85	R01716	cid130415610	[[[["4adcho_c", 1], ["glu1sa_c", 1]], [["chor_c", 1], ["cid130415610", 1]]]]
patrick-relaxed	glu1sa_c	4.3.2.10	R00256, R04558	cid130415610	[[[["glu1sa_c", 1], ["nh4_c", 1]], [["cid130415610", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["glu1sa_c", 1]], [["cid130415610", 1], ["prlp_c", 1]]]]
patrick-relaxed	glu1sa_c	6.3.5.4	R00256, R00483, R00578	cid130415610	[[[["glu1sa_c", 1], ["nh4_c", 1]], [["cid130415610", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu1sa_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid130415610", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["glu1sa_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid130415610", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["glu1sa_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid130415610", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["glu1sa_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid130415610", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	glu__D_c, glu__L_c	2.6.1.85	R01716	chor_c	[[[["4adcho_c", 1], ["glu__D_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]], [[["4adcho_c", 1], ["glu__L_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]]]
patrick-relaxed	glu__D_c, glu__L_c	2.6.1.85	R01716	gln__L_c	[[[["4adcho_c", 1], ["glu__D_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]], [[["4adcho_c", 1], ["glu__L_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]]]
patrick-relaxed	glu__D_c, glu__L_c	4.3.2.10	R00256, R04558	gln__L_c	[[[["glu__D_c", 1], ["nh4_c", 1]], [["gln__L_c", 1], ["h2o_c", 1]]], [[["glu__L_c", 1], ["nh4_c", 1]], [["gln__L_c", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]]]
patrick-relaxed	glu__D_c, glu__L_c	4.3.2.10	R04558	prlp_c	[[[["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]]]
patrick-relaxed	glu__D_c, glu__L_c	6.3.5.4	R00256, R00483, R00578	gln__L_c	[[[["glu__D_c", 1], ["nh4_c", 1]], [["gln__L_c", 1], ["h2o_c", 1]]], [[["glu__L_c", 1], ["nh4_c", 1]], [["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["glu__D_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["gln__L_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["glu__L_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["gln__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	gly_c	2.6.1.85	R01716	cid131708745	[[[["4adcho_c", 1], ["gly_c", 1]], [["chor_c", 1], ["cid131708745", 1]]]]
patrick-relaxed	gly_c	4.3.2.10	R00256, R04558	cid131708745	[[[["gly_c", 1], ["nh4_c", 1]], [["cid131708745", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["gly_c", 1]], [["cid131708745", 1], ["prlp_c", 1]]]]
patrick-relaxed	gly_c	6.3.5.4	R00256, R00483, R00578	cid131708745	[[[["gly_c", 1], ["nh4_c", 1]], [["cid131708745", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["gly_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid131708745", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["gly_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid131708745", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["gly_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid131708745", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["gly_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid131708745", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	glyclt_c	2.6.1.85	R01716	cid20228247	[[[["4adcho_c", 1], ["glyclt_c", 1]], [["chor_c", 1], ["cid20228247", 1]]]]
patrick-relaxed	glyclt_c	4.3.2.10	R00256, R04558	cid20228247	[[[["glyclt_c", 1], ["nh4_c", 1]], [["cid20228247", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["glyclt_c", 1]], [["cid20228247", 1], ["prlp_c", 1]]]]
patrick-relaxed	glyclt_c	6.3.5.4	R00256, R00483, R00578	cid20228247	[[[["glyclt_c", 1], ["nh4_c", 1]], [["cid20228247", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glyclt_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid20228247", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["glyclt_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid20228247", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["glyclt_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid20228247", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["glyclt_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid20228247", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	gmhep1p_c	6.3.5.4	R00483, R00578	adphep_DD_c, adphep_LD_c	[[[["amp_c", 1], ["asn__L_c", 1], ["gmhep1p_c", 1]], [["adphep_DD_c", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["gmhep1p_c", 1]], [["adphep_LD_c", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["gmhep1p_c", 1]], [["adphep_DD_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["gmhep1p_c", 1]], [["adphep_LD_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["gmhep1p_c", 1]], [["adphep_DD_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["gmhep1p_c", 1]], [["adphep_LD_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	gmp_c	6.3.5.4	R00483, R00578	gtp_c	[[[["asn__L_c", 1], ["gmp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["gtp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["gmp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["gln__L_c", 1], ["gtp_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["gmp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["gln__L_c", 1], ["gtp_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	gp4g_c	6.3.5.4	R00483, R00578	gmp_c	[[[["asp__L_c", 2], ["gp4g_c", 1], ["nh4_c", 2]], [["asn__L_c", 2], ["gmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["gp4g_c", 1], ["h2o_c", 2]], [["asn__L_c", 1], ["glu__D_c", 1], ["gmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["gp4g_c", 1], ["h2o_c", 2]], [["asn__L_c", 1], ["glu__L_c", 1], ["gmp_c", 2], ["ppi_c", 1]]]]
patrick-relaxed	grdp_c	6.3.5.4	R00483, R00578	C01048	[[[["asp__L_c", 1], ["grdp_c", 2], ["nh4_c", 1]], [["C01048", 2], ["asn__L_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["grdp_c", 2], ["h2o_c", 1]], [["C01048", 2], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["grdp_c", 2], ["h2o_c", 1]], [["C01048", 2], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	gtp_c	6.3.5.4	R00483, R00578	gmp_c	[[[["asp__L_c", 1], ["gtp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["gmp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["gtp_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["glu__D_c", 1], ["gmp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["gtp_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["glu__L_c", 1], ["gmp_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	h2mb4p_c	6.3.5.4	R00483, R00578	cid57509572	[[[["asp__L_c", 17], ["gln__L_c", 89], ["h2mb4p_c", 26], ["h2o_c", 1]], [["amp_c", 2], ["asn__L_c", 92], ["cid57509572", 50], ["glu__D_c", 1]]], [[["asp__L_c", 17], ["gln__L_c", 89], ["h2mb4p_c", 26], ["h2o_c", 1]], [["amp_c", 2], ["asn__L_c", 92], ["cid57509572", 50], ["glu__L_c", 1]]], [[["asp__L_c", 1], ["h2mb4p_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["cid57509572", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2mb4p_c", 2], ["h2o_c", 1]], [["asn__L_c", 1], ["cid57509572", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2mb4p_c", 2], ["h2o_c", 1]], [["asn__L_c", 1], ["cid57509572", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	h2mb4p_c	6.3.5.4	R00483, R00578	cid91799321	[[[["amp_c", 1], ["asn__L_c", 1], ["h2mb4p_c", 1]], [["asp__L_c", 1], ["cid91799321", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["h2mb4p_c", 1]], [["asp__L_c", 1], ["cid91799321", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["h2mb4p_c", 1]], [["asp__L_c", 1], ["cid91799321", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	hdca_c	2.6.1.85	R01716	cid69421	[[[["4adcho_c", 1], ["hdca_c", 1]], [["chor_c", 1], ["cid69421", 1]]]]
patrick-relaxed	hdca_c	4.3.2.10	R00256, R04558	cid69421	[[[["hdca_c", 1], ["nh4_c", 1]], [["cid69421", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["hdca_c", 1]], [["cid69421", 1], ["prlp_c", 1]]]]
patrick-relaxed	hdca_c	6.3.5.4	R00256, R00483, R00578	cid69421	[[[["hdca_c", 1], ["nh4_c", 1]], [["cid69421", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["hdca_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid69421", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["hdca_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid69421", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["hdca_c", 1]], [["amp_c", 1], ["cid69421", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["hdca_c", 1]], [["amp_c", 1], ["cid69421", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	hxa_c	2.6.1.85	R01716	cid12332	[[[["4adcho_c", 1], ["hxa_c", 1]], [["chor_c", 1], ["cid12332", 1]]]]
patrick-relaxed	hxa_c	4.3.2.10	R00256, R04558	cid12332	[[[["hxa_c", 1], ["nh4_c", 1]], [["cid12332", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["hxa_c", 1]], [["cid12332", 1], ["prlp_c", 1]]]]
patrick-relaxed	hxa_c	6.3.5.4	R00256, R00483, R00578	cid12332	[[[["hxa_c", 1], ["nh4_c", 1]], [["cid12332", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["hxa_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid12332", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["hxa_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid12332", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["hxa_c", 1]], [["amp_c", 1], ["cid12332", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["hxa_c", 1]], [["amp_c", 1], ["cid12332", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	iasp_c	2.6.1.85	R01716	cid54132177	[[[["4adcho_c", 1], ["iasp_c", 1]], [["chor_c", 1], ["cid54132177", 1]]]]
patrick-relaxed	iasp_c	4.3.2.10	R00256, R04558	cid54132177	[[[["iasp_c", 1], ["nh4_c", 1]], [["cid54132177", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["iasp_c", 1]], [["cid54132177", 1], ["prlp_c", 1]]]]
patrick-relaxed	iasp_c	6.3.5.4	R00256, R00483, R00578	cid54132177	[[[["iasp_c", 1], ["nh4_c", 1]], [["cid54132177", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["iasp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid54132177", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["iasp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid54132177", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["iasp_c", 1]], [["amp_c", 1], ["cid54132177", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["iasp_c", 1]], [["amp_c", 1], ["cid54132177", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ichor_c	2.6.1.85	R01716	glu__D_c, glu__L_c	[[[["gln__L_c", 1], ["ichor_c", 1]], [["4adcho_c", 1], ["glu__D_c", 1]]], [[["gln__L_c", 1], ["ichor_c", 1]], [["4adcho_c", 1], ["glu__L_c", 1]]]]
patrick-relaxed	idp_c	6.3.5.4	R00483, R00578	imp_c	[[[["asp__L_c", 1], ["idp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["imp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["idp_c", 2]], [["asn__L_c", 1], ["glu__D_c", 1], ["imp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["idp_c", 2]], [["asn__L_c", 1], ["glu__L_c", 1], ["imp_c", 2], ["ppi_c", 1]]]]
patrick-relaxed	ile__L_c	2.6.1.66	R01215	3mop_c	[[[["ile__L_c", 1], ["pyr_c", 1]], [["3mop_c", 1], ["ala__D_c", 1]]], [[["ile__L_c", 1], ["pyr_c", 1]], [["3mop_c", 1], ["ala__L_c", 1]]]]
patrick-relaxed	ile__L_c	2.6.1.66	R01215	ala__L_c, ala__D_c	[[[["ile__L_c", 2], ["pyr_c", 3]], [["3mob_c", 3], ["ala__L_c", 2]]], [[["ile__L_c", 2], ["pyr_c", 3]], [["3mob_c", 3], ["ala__D_c", 2]]]]
patrick-relaxed	imp_c	6.3.5.4	R00483, R00578	itp_c	[[[["asn__L_c", 1], ["imp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["itp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["imp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["itp_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["imp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["itp_c", 1]]]]
patrick-relaxed	ipdp_c	6.3.5.4	R00483, R00578	cid11505152	[[[["amp_c", 1], ["asn__L_c", 1], ["ipdp_c", 1]], [["asp__L_c", 1], ["cid11505152", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ipdp_c", 1]], [["asp__L_c", 1], ["cid11505152", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ipdp_c", 1]], [["asp__L_c", 1], ["cid11505152", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
